logFC_R1	logCPM_R1	PValue_R1	FDR_R1	logFC_S1	logCPM_S1	PValue_S1	FDR_S1	logFC_R2	logCPM_R2	PValue_R2	FDR_R2	logFC_I1	logCPM_I1	PValue_I1	FDR_I1	logFC_I1_vs_S1	logCPM_I1_vs_S1	PValue_I1_vs_S1	FDR_I1_vs_S1	logFC_R2_vs_S1	logCPM_R2_vs_S1	PValue_R2_vs_S1	FDR_R2_vs_S1	logFC_R1_vs_S1	logCPM_R1_vs_S1	PValue_R1_vs_S1	FDR_R1_vs_S1	geneID
0.12359483378911555	8.235059929955558	0.2369341737573834	0.6234125991959556	0.09446268503548687	8.235059929955558	0.36633823224361284	0.7580757350742744	0.05937422062640907	8.235059929955558	0.5704231225855316	1	0.0258862354747422	8.235059929955558	0.8046400648387064	0.9789041543120096	-0.06857679910291209	8.235059929955558	0.5114168477595188	0.8792273734246671	-0.035088761396516815	8.235059929955558	0.7367560310722286	0.9783542070706865	0.02913214021778098	8.235059929955558	0.7808279944039854	1	B9J08_000039
0.04853545868684835	6.608145867259606	0.6780701369014682	0.9070869570931619	0.01765932561647833	6.608145867259606	0.8827115114001844	0.9821570404200096	0.06092635925256128	6.608145867259606	0.6008142961362474	1	0.0040919486869650905	6.608145867259606	0.9757658307764328	1	-0.013567583246353546	6.608145867259606	0.908630715434781	0.9879504215827931	0.043267095938845895	6.608145867259606	0.7092746817089663	0.9761902763990313	0.030876262609042034	6.608145867259606	0.791271656237923	1	B9J08_000040
0.018360220475950217	3.8011605032876425	0.9214612903374814	0.9846069844321415	-0.07450061377016778	3.8011605032876425	0.7461472031231107	0.9383552853794294	-0.005833296276490318	3.8011605032876425	1	1	-0.062794025376571	3.8011605032876425	0.7825879510185252	0.9744289584244985	0.011711701995124422	3.8011605032876425	0.9785962665487156	1	0.06867420884799126	3.8011605032876425	0.7512103459349728	0.9788681284846196	0.09286550826280233	3.8011605032876425	0.6610605410160599	1	B9J08_000041
0.04352466950948945	4.169081619658332	0.7686667568386021	0.938607587819801	0.05059163340682653	4.169081619658332	0.7285017139941311	0.9332962230118217	0.10737652979346504	4.169081619658332	0.45104565249711515	1	-0.006316719027017264	4.169081619658332	0.9873303306963022	1	-0.056911987696750564	4.169081619658332	0.6977931616181554	0.9436174177215761	0.056784146324050634	4.169081619658332	0.68529349859405	0.9708532768024952	-0.007067677013915262	4.169081619658332	0.9632049851279225	1	B9J08_000042
-0.04657070623438461	6.1077774610142095	0.7198611726780071	0.9258084399638095	0.011218684470685155	6.1077774610142095	0.937292507049634	0.9912204623265931	0.02958927772419293	6.1077774610142095	0.8239640395733561	1	0.05838102235187418	6.1077774610142095	0.6502192350112438	0.9556705481955485	0.047162510168380675	6.1077774610142095	0.7105225055175703	0.9437605824197843	0.018370582150370008	6.1077774610142095	0.8890655047480077	0.99300650015909	-0.05778987716741882	6.1077774610142095	0.6571610105573599	1	B9J08_000043
-0.027606503418289772	6.288695616903541	0.8142201113332892	0.9537073893452639	-0.16652118085970452	6.288695616903541	0.1540217827131782	0.5341184593513669	-0.12500511747500878	6.288695616903541	0.28274984403118003	1	-0.08160422462094417	6.288695616903541	0.481477728796822	0.9087701235639164	0.08491913777988229	6.288695616903541	0.46816460669617305	0.8636911187306072	0.04151797825136575	6.288695616903541	0.7238459436349387	0.9783542070706865	0.13891601792057603	6.288695616903541	0.23344040679755107	1	B9J08_000044
0.23471748877119747	7.373817746644286	0.021723420900435407	0.22291571908600644	0.13580362123703318	7.373817746644286	0.18537833878031826	0.5754385199137745	-7.887276619741907e-4	7.373817746644286	0.9946218241626087	1	-0.07083428343071728	7.373817746644286	0.4909377569969882	0.9128641022924295	-0.20663913106675616	7.373817746644286	0.04312238024070251	0.40798053362480247	-0.13659336275392947	7.373817746644286	0.18050922879874606	0.7204167874869924	0.09891400562224603	7.373817746644286	0.33171717399558076	1	B9J08_000045
0.251200903299112	5.910702178314155	0.05540407946481124	0.3274125706770271	0.03693772008907497	5.910702178314155	0.77980733465032	0.9492639402004909	-0.0813074619710148	5.910702178314155	0.5397300347418506	1	0.05660860177598517	5.910702178314155	0.6653703247817824	0.9594589038976409	0.019670561492327324	5.910702178314155	0.8829642461713978	0.9797713915087419	-0.11824662251940696	5.910702178314155	0.36676928647448154	0.8545983689918684	0.21426483527831147	5.910702178314155	0.10181497852752046	1	B9J08_000046
0.02345800444857164	5.920655656609463	0.8564390747887414	0.966254056611482	0.01254735550136933	5.920655656609463	0.9249109647988616	0.9894874577818967	-0.019462698372125657	5.920655656609463	0.8811255102917552	1	-0.007378215712079559	5.920655656609463	0.9517877550133709	1	-0.019925876255978175	5.920655656609463	0.8716813314631694	0.9784401455290913	-0.03201046733385953	5.920655656609463	0.8019355432204212	0.9814750649209443	0.010910706154044068	5.920655656609463	0.9348899288356187	1	B9J08_000047
0.017204707808744436	5.330406680811461	0.9049636740885562	0.9803919742065396	0.016410062570467926	5.330406680811461	0.9088285407708006	0.9854354891948216	0.03254575586540702	5.330406680811461	0.8156468221016779	1	0.07032424765388719	5.330406680811461	0.5978931570856552	0.9455160970299484	0.05391447356554821	5.330406680811461	0.6841981144040976	0.9405942826726217	0.016135572654919494	5.330406680811461	0.9114865245527176	0.9956643456614817	7.945841484333452e-4	5.330406680811461	1	1	B9J08_000048
0.29342339053593586	7.747782658630438	0.13585244575787464	0.4901755480686071	0.6023999097095768	7.747782658630438	0.002233853134747571	0.06732842590942698	0.26618488533996526	7.747782658630438	0.17620620337462928	1	0.435587502674945	7.747782658630438	0.02676993735527843	0.3241446695282006	-0.16681494348839399	7.747782658630438	0.39579396775458514	0.83097158744008	-0.33621792855375626	7.747782658630438	0.08656667777538735	0.5826086377102578	-0.3089777413352054	7.747782658630438	0.11556292258527562	1	B9J08_000049
4.1079379675256373e-4	1.3630359960155938	1	1	0.192382049974237	1.3630359960155938	0.596942302261742	0.8851560274505252	-0.2867526188696957	1.3630359960155938	0.35957132874558256	1	0.06386552656230375	1.3630359960155938	0.8352577056482976	0.9818193415247979	-0.1285986413496913	1.3630359960155938	0.7048113464433517	0.9437605824197843	-0.4792871628499653	1.3630359960155938	0.11739186147794128	0.640525598932323	-0.19202365089139828	1.3630359960155938	0.5455852380974264	1	B9J08_000050
0.04051394368455982	6.5242459929610686	0.7268627138819892	0.9279850832590993	0.052104448486738876	6.5242459929610686	0.6559053988527319	0.9100957612340875	0.09339812371811713	6.5242459929610686	0.42194595885294695	1	-0.036066808515604225	6.5242459929610686	0.7651774409864346	0.9730203293130926	-0.0881721448311273	6.5242459929610686	0.4522624096931106	0.8580500549157597	0.04129344813578872	6.5242459929610686	0.7235957155120601	0.9783542070706865	-0.011590674896571446	6.5242459929610686	0.9256997169398276	1	B9J08_000051
