ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0043596	nuclear replication fork	1/17	40/4476	0.025	6.582352941176471	2.189544430203067	0.14176636404757958	0.33106140412403473	0.30914053016675574	CR_02110W_A	1
GO:0030312	external encapsulating structure	2/17	177/4476	0.011299435028248588	2.975074775672981	1.6553456712844339	0.1436147799139001	0.33106140412403473	0.30914053016675574	C5_00710W_A/CR_10110W_A	2
GO:0030686	90S preribosome	1/17	42/4476	0.023809523809523808	6.26890756302521	2.11811543301147	0.14833248394678922	0.33106140412403473	0.30914053016675574	CR_08490W_A	1
GO:0031968	organelle outer membrane	1/17	42/4476	0.023809523809523808	6.26890756302521	2.11811543301147	0.14833248394678922	0.33106140412403473	0.30914053016675574	C1_00350C_A	1
GO:0000932	P-body	1/17	43/4476	0.023255813953488372	6.123119015047879	2.084116786158934	0.1515977856547066	0.33106140412403473	0.30914053016675574	C5_00710W_A	1
GO:0019867	outer membrane	1/17	44/4476	0.022727272727272728	5.983957219251337	2.051176407030644	0.154851301928984	0.33106140412403473	0.30914053016675574	C1_00350C_A	1
GO:0005654	nucleoplasm	2/17	193/4476	0.010362694300518135	2.728436452301128	1.5155151372697004	0.16497578965617163	0.3409499652894214	0.31837433091541895	C4_03040W_A/CR_02110W_A	2
GO:0016591	RNA polymerase II, holoenzyme	1/17	50/4476	0.02	5.265882352941176	1.8727957527065922	0.17412713036832228	0.34825426073664456	0.32519498031435395	C4_03040W_A	1
GO:0005657	replication fork	1/17	53/4476	0.018867924528301886	4.9678135405105435	1.7940434813351982	0.1836091439065778	0.35574271631899446	0.33218759588361113	CR_02110W_A	1
GO:0015935	small ribosomal subunit	1/17	62/4476	0.016129032258064516	4.246679316888045	1.5893564876076234	0.21144415258514404	0.3972587109175434	0.3709546536581475	C6_01980C_A	1
GO:0005730	nucleolus	2/17	235/4476	0.00851063829787234	2.2408010012515645	1.2064356845757793	0.2235001675935928	0.3975587644697082	0.3712348394878431	C4_03040W_A/CR_08490W_A	2
GO:0000313	organellar ribosome	1/17	72/4476	0.013888888888888888	3.656862745098039	1.403181843572769	0.24132341324178663	0.3975587644697082	0.3712348394878431	C6_01980C_A	1
GO:0005761	mitochondrial ribosome	1/17	72/4476	0.013888888888888888	3.656862745098039	1.403181843572769	0.24132341324178663	0.3975587644697082	0.3712348394878431	C6_01980C_A	1
GO:0055029	nuclear DNA-directed RNA polymerase complex	1/17	72/4476	0.013888888888888888	3.656862745098039	1.403181843572769	0.24132341324178663	0.3975587644697082	0.3712348394878431	C4_03040W_A	1
GO:0000428	DNA-directed RNA polymerase complex	1/17	75/4476	0.013333333333333334	3.5105882352941182	1.3537319566305157	0.2500772873277197	0.3975587644697082	0.3712348394878431	C4_03040W_A	1
GO:0030880	RNA polymerase complex	1/17	75/4476	0.013333333333333334	3.5105882352941182	1.3537319566305157	0.2500772873277197	0.3975587644697082	0.3712348394878431	C4_03040W_A	1
GO:0005886	plasma membrane	3/17	474/4476	0.006329113924050633	1.6664184661206254	0.9473269569387848	0.26589438906765134	0.4121363030548596	0.3848471420716006	C1_00350C_A/C2_02590W_A/C3_03360W_A	3
GO:0005635	nuclear envelope	1/17	107/4476	0.009345794392523364	2.460692688290269	0.9441955867588252	0.3377233284467801	0.5053923056805953	0.47192829902262723	C1_00350C_A	1
GO:0035770	ribonucleoprotein granule	1/17	112/4476	0.008928571428571428	2.350840336134454	0.8938670015168666	0.3505140184558968	0.5053923056805953	0.47192829902262723	C5_00710W_A	1
GO:0036464	cytoplasmic ribonucleoprotein granule	1/17	112/4476	0.008928571428571428	2.350840336134454	0.8938670015168666	0.3505140184558968	0.5053923056805953	0.47192829902262723	C5_00710W_A	1
GO:0005935	cellular bud neck	1/17	118/4476	0.00847457627118644	2.2313060817547354	0.8368847606859044	0.3655559502210457	0.5151015662205645	0.4809946713434812	CR_10110W_A	1
GO:0000228	nuclear chromosome	1/17	129/4476	0.007751937984496124	2.0410396716826265	0.7407464165532508	0.3922849540478386	0.5404814922436887	0.5046940929270438	CR_02110W_A	1
GO:0030684	preribosome	1/17	133/4476	0.007518796992481203	1.9796550199026977	0.7081191157276572	0.4017390465608174	0.5414743671037103	0.5056212256486261	CR_08490W_A	1
GO:0061695	transferase complex, transferring phosphorus-containing groups	1/17	140/4476	0.007142857142857143	1.880672268907563	0.6536359744970682	0.41795146780297576	0.5513402341230744	0.514833834919679	C4_03040W_A	1
GO:0005933	cellular bud	1/17	149/4476	0.006711409395973154	1.7670746150809316	0.5879488452776889	0.43818884018831206	0.5627906269048455	0.525526052288056	CR_10110W_A	1
GO:0044391	ribosomal subunit	1/17	152/4476	0.006578947368421052	1.7321981424148607	0.5670349373915199	0.44478614061834565	0.5627906269048455	0.525526052288056	C6_01980C_A	1
GO:0098798	mitochondrial protein-containing complex	1/17	159/4476	0.006289308176100629	1.655937846836848	0.5199630374286839	0.45989739693955767	0.5702727722050515	0.5325127754036983	C6_01980C_A	1
GO:0005759	mitochondrial matrix	1/17	169/4476	0.005917159763313609	1.5579533588583363	0.4565160565654662	0.4808146663719286	0.577477161856069	0.5392401341610152	C6_01980C_A	1
GO:0005840	ribosome	1/17	174/4476	0.005747126436781609	1.513184584178499	0.4262999359092431	0.49098507197106267	0.577477161856069	0.5392401341610152	C6_01980C_A	1
GO:1990904	ribonucleoprotein complex	2/17	428/4476	0.004672897196261682	1.2303463441451346	0.3093749889984066	0.4936816147968447	0.577477161856069	0.5392401341610152	C6_01980C_A/CR_08490W_A	2
GO:0099080	supramolecular complex	1/17	182/4476	0.005494505494505495	1.446670976082741	0.3798347127184377	0.5068686039092614	0.577477161856069	0.5392401341610152	C5_00710W_A	1
GO:0030427	site of polarized growth	1/17	185/4476	0.005405405405405406	1.4232114467408585	0.3629662603877961	0.5127037407335647	0.577477161856069	0.5392401341610152	CR_10110W_A	1
GO:0140535	intracellular protein-containing complex	2/17	450/4476	0.0044444444444444444	1.1701960784313725	0.23502884429226567	0.5215922752248365	0.577477161856069	0.5392401341610152	C4_03040W_A/C5_00710W_A	2
GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	1/17	195/4476	0.005128205128205128	1.3502262443438915	0.30874193598636496	0.5316883431390544	0.5783276714845855	0.5400343282114126	C1_00350C_A	1
GO:0032993	protein-DNA complex	1/17	214/4476	0.004672897196261682	1.2303463441451346	0.21319829746514246	0.5658568016939189	0.6048814087072926	0.5648298383514618	CR_02110W_A	1
GO:0005694	chromosome	1/17	325/4476	0.003076923076923077	0.8101357466063348	-0.21943745814691487	0.7230321581781991	0.759236972071436	0.7089649144979454	CR_02110W_A	1
GO:0005783	endoplasmic reticulum	1/17	336/4476	0.002976190476190476	0.7836134453781513	-0.2546255525557306	0.7352714555686067	0.759236972071436	0.7089649144979454	C1_00350C_A	1
GO:0098588	bounding membrane of organelle	1/17	351/4476	0.002849002849002849	0.7501256913021619	-0.301068578287961	0.7511428320659704	0.759236972071436	0.7089649144979454	C1_00350C_A	1
GO:1990234	transferase complex	1/17	359/4476	0.002785515320334262	0.7334097984597738	-0.325164569572683	0.759236972071436	0.759236972071436	0.7089649144979454	C4_03040W_A	1
